49
300
2.9132e-06,-5.2477e-06,3.3421e-06,-6.0561e-06,2.7789e-06,-3.7524e-06,0.030804,0.03081,0.030806,-0.03352,-0.033522,-0.033519,0.00076614,0.00022071,0.00048534,0.00075479,0.00025208,0.0006678,0.89583,0.89583,0.8958,0.89677,0.89677,0.89673,-0.0094022,-0.059481,-0.29592,0.0071114,0.11911,0.31117,0.0010932,0.0010911,0.0010682,-0.001344,-0.0013419,-0.0013755,-0.65404,1.3977,3.6048,-0.59314,7.6252,6.169,-1.4967,-1.4967,-1.4967,-1.5005,-1.5005,-1.5005,1.0
-2.9517e-06,-3.184e-06,-1.592e-05,-1.2084e-06,-1.5753e-06,1.7394e-05,0.032877,0.03288,0.032896,-0.029834,-0.029832,-0.029849,0.00076385,0.00022992,0.00056024,0.00075789,0.0002362,0.00071163,0.89583,0.89583,0.89581,0.89619,0.89619,0.89621,0.005951,-0.075239,-0.22862,0.00044468,-0.1623,0.5621,0.0028942,0.002903,0.0028851,0.00035014,0.00035803,0.00037366,-0.67146,2.8072,5.8007,-0.63252,2.7784,5.3017,-1.4983,-1.4983,-1.4982,-1.4985,-1.4985,-1.4985,1.0
-1.3226e-06,8.8201e-06,-1.5879e-05,-4.8111e-06,-7.2829e-07,4.1439e-06,0.02941,0.029401,0.029417,-0.030156,-0.030155,-0.030159,0.0007695,0.00024423,0.00075301,0.00075545,0.00025668,0.00075448,0.8948,0.89481,0.89479,0.89576,0.89576,0.89572,0.0020563,0.46657,0.56841,0.0069359,-0.46724,0.22673,-0.0012546,-0.0012421,-0.0012774,-0.0049738,-0.0049655,-0.0049756,-0.67766,7.8629,23.396,-0.62289,6.5534,6.2606,-1.4963,-1.4963,-1.4963,-1.4975,-1.4975,-1.4976,1.0
-6.8366e-08,5.6663e-07,-2.5906e-05,-6.4901e-06,-7.9406e-07,1.3491e-05,0.030119,0.030119,0.030145,-0.031393,-0.031392,-0.031405,0.00076335,0.00024924,0.00062287,0.00075629,0.00022513,0.0006122,0.89656,0.89656,0.89655,0.89521,0.8952,0.8952,-0.00086017,-0.90487,-0.57395,0.0056165,0.34338,0.84307,-0.0038112,-0.003804,-0.0038,-0.0046554,-0.004646,-0.0046395,-0.65867,14.872,5.0582,-0.6301,4.5155,9.5231,-1.4958,-1.4958,-1.4958,-1.4959,-1.4959,-1.4959,1.0
-9.5849e-07,5.2143e-08,-4.7359e-05,6.4537e-07,-2.3041e-06,5.4999e-05,0.031154,0.031154,0.031201,-0.032789,-0.032787,-0.032842,0.00076713,0.00025203,0.00064273,0.00075793,0.00026632,0.00073583,0.89458,0.89458,0.89455,0.89573,0.89572,0.89572,0.00048305,0.16403,-0.13124,0.0012975,-0.048862,2.2185,-0.0028981,-0.0028984,-0.002868,-0.0015192,-0.0015188,-0.0014097,-0.65298,7.3162,3.9757,-0.61124,5.8337,18.697,-1.4956,-1.4956,-1.4956,-1.4973,-1.4972,-1.4973,1.0
-1.7837e-06,1.3036e-06,-3.7851e-05,-7.0839e-06,6.7063e-06,2.2074e-05,0.033805,0.033804,0.033841,-0.033345,-0.033352,-0.033374,0.00076725,0.00023266,0.0005819,0.00075514,0.00030628,0.00070671,0.89622,0.89622,0.89621,0.89617,0.89617,0.89613,0.0037514,0.23533,-0.26381,0.00879,-0.52448,-0.10293,-0.0057632,-0.0057658,-0.0057845,-0.0029344,-0.0029424,-0.0029859,-0.65485,2.2604,2.7104,-0.62501,17.618,9.0823,-1.496,-1.496,-1.4959,-1.4954,-1.4954,-1.4953,1.0
-2.5666e-06,-1.6795e-07,1.4838e-05,-1.5984e-06,8.7092e-07,1.4961e-05,0.031071,0.031071,0.031056,-0.029695,-0.029696,-0.029711,0.00076645,0.00022783,0.00065398,0.00075673,0.00025627,0.00067641,0.89635,0.89634,0.89634,0.89864,0.89864,0.89862,0.0020254,-1.0809,0.40767,0.0014612,-0.48702,0.52455,-0.0023039,-0.0022918,-0.002307,-0.0033377,-0.0033242,-0.0033195,-0.64483,11.941,9.8584,-0.63618,12.838,4.9079,-1.499,-1.499,-1.499,-1.4968,-1.4968,-1.4968,1.0
-5.474e-06,1.0865e-07,-1.0972e-05,-1.8156e-06,4.7578e-07,2.3783e-05,0.031309,0.031308,0.031319,-0.031344,-0.031345,-0.031368,0.00076907,0.00022925,0.0005473,0.00075881,0.00024424,0.00071279,0.89718,0.89718,0.89715,0.8965,0.89649,0.89649,0.010328,-0.036135,-0.26122,0.0075963,0.06414,0.5475,-0.0027887,-0.0027917,-0.0027475,-0.0025581,-0.0025556,-0.0024461,-0.63549,3.0478,3.0311,-0.62465,2.9841,6.6883,-1.4955,-1.4955,-1.4955,-1.4947,-1.4947,-1.4947,1.0
2.8256e-06,6.0676e-06,0.00011821,-4.3475e-06,1.4923e-06,-2.9171e-06,0.030947,0.030941,0.030823,-0.032171,-0.032173,-0.03217,0.00077517,0.00024352,0.0012338,0.00075799,0.00022076,0.00067859,0.89908,0.89908,0.89909,0.89927,0.89927,0.89926,-0.0039495,0.14656,2.821,0.011685,-0.13839,0.71029,-0.0034206,-0.0034087,-0.0035596,-0.0016067,-0.0016063,-0.0015182,-0.66619,4.3555,25.577,-0.5817,2.0511,8.8939,-1.4963,-1.4963,-1.4963,-1.4943,-1.4943,-1.4943,1.0
-1.3829e-06,-6.9526e-07,-2.1571e-07,-6.6229e-06,-6.7666e-07,1.4687e-05,0.031456,0.031457,0.031457,-0.032288,-0.032288,-0.032302,0.00077044,0.00020955,0.00053425,0.00075737,0.00023027,0.0006417,0.89835,0.89835,0.89833,0.89932,0.89932,0.8993,0.017224,-0.071579,0.075547,0.016683,0.18004,0.19048,0.0018386,0.0018414,0.0018895,-0.0037434,-0.0037263,-0.0036475,-0.63914,1.4539,3.3385,-0.63412,3.2638,10.865,-1.4962,-1.4962,-1.4962,-1.4967,-1.4966,-1.4967,1.0
-6.5738e-07,-3.9519e-07,3.1868e-05,-5.2961e-06,-1.6058e-06,7.566e-07,0.029416,0.029416,0.029385,-0.02842,-0.028418,-0.028419,0.00076768,0.00024778,0.00061717,0.00075677,0.0002636,0.0007061,0.89817,0.89816,0.89816,0.90044,0.90045,0.90045,-0.004461,0.070388,0.16111,0.01409,0.12422,-0.1455,-0.001861,-0.0018521,-0.0018257,-0.0045945,-0.004594,-0.0046087,-0.67026,3.5428,3.3788,-0.59578,5.3394,13.355,-1.4984,-1.4984,-1.4984,-1.497,-1.497,-1.497,1.0
-5.7627e-06,-1.7659e-06,5.8375e-06,-6.5519e-06,1.8125e-06,-2.0088e-05,0.027637,0.027638,0.027632,-0.030299,-0.030301,-0.030281,0.00076926,0.0002258,0.000708,0.00076228,0.00024191,0.0006367,0.89744,0.89743,0.89741,0.89828,0.89829,0.89826,0.015333,-0.064134,-0.25752,0.016141,-0.3661,-0.0075741,0.0021281,0.0021369,0.0021195,-0.0068262,-0.0068274,-0.0068422,-0.65204,1.7911,9.4436,-0.64924,10.786,3.5358,-1.4963,-1.4963,-1.4963,-1.498,-1.498,-1.498,1.0
-2.2366e-06,-1.7995e-06,8.2932e-06,-4.6737e-06,2.8216e-06,3.8266e-07,0.02772,0.027722,0.027713,-0.030362,-0.030364,-0.030365,0.00077302,0.00024327,0.00066964,0.00076325,0.00026942,0.00056842,0.89867,0.89867,0.89865,0.89821,0.89821,0.8982,0.0033741,0.059592,-0.20256,0.0097219,-0.19665,0.011818,0.0019384,0.0019353,0.00192,-0.005638,-0.0056547,-0.0056739,-0.64056,5.2452,6.679,-0.41223,8.9549,2.9775,-1.4968,-1.4968,-1.4968,-1.496,-1.496,-1.496,1.0
-1.0124e-06,-3.0823e-06,-1.5992e-05,-4.0896e-06,-5.2374e-07,4.4495e-05,0.026465,0.026468,0.026484,-0.029992,-0.029992,-0.030036,0.00077078,0.00022721,0.00061735,0.00075825,0.00024572,0.00070896,0.8983,0.8983,0.89828,0.89901,0.89901,0.89897,-0.00057041,0.11871,-0.1506,0.0081391,-0.34476,0.85313,-0.00032562,-0.00032537,-0.00032157,-0.006662,-0.0066621,-0.0067536,-0.64835,2.5332,5.166,-0.63886,7.6009,7.9572,-1.4957,-1.4958,-1.4957,-1.4974,-1.4974,-1.4974,1.0
-3.1425e-06,6.6176e-06,-4.033e-06,-3.7683e-06,5.7382e-06,1.3706e-05,0.028208,0.028201,0.028205,-0.027973,-0.027979,-0.027993,0.00076884,0.00023492,0.00066445,0.00076098,0.00025737,0.00071627,0.8981,0.8981,0.89808,0.89855,0.89854,0.89852,0.0039443,0.13913,0.76497,0.012836,1.1625,0.33595,-0.0019397,-0.001942,-0.0018984,-0.0028353,-0.0028496,-0.0028323,-0.63816,3.9734,9.6164,-0.64547,9.4415,8.5702,-1.4953,-1.4953,-1.4953,-1.496,-1.496,-1.4961,1.0
-3.6578e-06,-7.0018e-07,-3.3961e-07,-3.868e-06,2.1587e-06,-2.6128e-05,0.028962,0.028963,0.028963,-0.03323,-0.033232,-0.033206,0.00076615,0.00022581,0.00073081,0.00075905,0.0002584,0.00060523,0.89873,0.89873,0.89873,0.89902,0.89902,0.89899,0.0078815,-0.14232,0.083528,0.006462,0.33502,0.14109,-0.0013603,-0.0013671,-0.0013298,-0.0020236,-0.0020189,-0.0020662,-0.64702,3.0059,6.0074,-0.62514,7.3255,7.8707,-1.4953,-1.4953,-1.4953,-1.4955,-1.4955,-1.4955,1.0
-6.1184e-07,3.7836e-06,-1.6195e-05,-5.8293e-06,1.6616e-06,-1.0802e-05,0.029533,0.02953,0.029546,-0.031031,-0.031032,-0.031022,0.00077014,0.00021906,0.00061272,0.00075854,0.00025209,0.00063152,0.89852,0.89851,0.89852,0.90006,0.90006,0.90005,-0.00031626,0.01924,-0.16734,0.018913,0.0033984,-0.17188,-0.0012957,-0.0012969,-0.0012874,-0.0010975,-0.0011025,-0.0011189,-0.65465,2.0554,3.4781,-0.60424,5.7435,5.346,-1.4982,-1.4982,-1.4982,-1.4989,-1.4989,-1.4988,1.0
-1.8657e-06,2.0029e-06,-1.7292e-05,-5.2844e-06,-4.4725e-06,-5.0146e-06,0.027426,0.027424,0.027441,-0.031446,-0.031442,-0.031437,0.00076755,0.00025499,0.00071729,0.00075808,0.00025778,0.00058501,0.89765,0.89765,0.89762,0.89885,0.89885,0.89884,0.0042908,-0.1678,-0.1249,0.014303,-0.27256,0.10502,-0.0018365,-0.0018286,-0.0018358,-0.0026111,-0.0026136,-0.0026021,-0.67173,8.4674,5.9595,-0.66201,4.8468,10.201,-1.4961,-1.4961,-1.4961,-1.4968,-1.4968,-1.4968,1.0
-2.5546e-06,-2.836e-06,-1.2322e-06,2.5965e-08,5.8452e-07,-2.2498e-05,0.028279,0.028282,0.028283,-0.029912,-0.029912,-0.02989,0.00076894,0.00022048,0.00056464,0.00075934,0.00023603,0.00068524,0.89889,0.89889,0.89887,0.9023,0.90231,0.90228,0.0045945,-0.31338,0.2156,-0.0010817,-0.23093,-0.071628,-0.00016808,-0.00016489,-0.00020427,-0.0054458,-0.0054416,-0.0054538,-0.64919,3.4494,4.2819,-0.615,5.0535,9.2797,-1.4951,-1.495,-1.4951,-1.4979,-1.4979,-1.4979,1.0
-3.3407e-06,-6.7359e-06,-3.042e-05,-6.2017e-06,-1.2077e-06,-3.1705e-05,0.026026,0.026033,0.026063,-0.029586,-0.029584,-0.029553,0.00076922,0.00024166,0.00072253,0.00076017,0.00022861,0.00070927,0.89874,0.89874,0.89872,0.90002,0.90002,0.89999,0.0083583,-0.31468,-0.23493,0.011038,0.0059318,-0.5754,-0.00073511,-0.0007316,-0.00084774,-0.0054523,-0.0054442,-0.0054194,-0.67899,9.8526,4.792,-0.62558,2.1579,12.013,-1.4977,-1.4977,-1.4976,-1.4981,-1.4981,-1.498,1.0
1.7225e-06,2.9545e-06,3.6324e-06,-4.9543e-06,3.6637e-06,-7.0403e-06,0.024942,0.024939,0.024936,-0.025542,-0.025545,-0.025538,0.00076461,0.00025346,0.00064868,0.00075881,0.00027463,0.00058162,0.89854,0.89854,0.89852,0.90023,0.90022,0.90019,0.0040115,0.022318,-0.27742,0.0096121,0.52673,0.087382,0.0037463,0.0037619,0.0037272,-0.004519,-0.0045263,-0.0045724,-0.63178,9.9137,6.2389,-0.60596,8.3139,6.7052,-1.4976,-1.4976,-1.4976,-1.4948,-1.4948,-1.4948,1.0
-3.9678e-06,-2.7528e-06,1.5487e-05,-3.5269e-06,-3.0643e-06,-3.3832e-05,0.027086,0.027089,0.027073,-0.028474,-0.028471,-0.028437,0.00076833,0.00025152,0.00059206,0.0007584,0.00024688,0.00091467,0.89693,0.89693,0.89693,0.89872,0.89872,0.89865,0.0085329,-0.12188,-0.079858,0.00756,-0.02272,-1.4554,-0.00069657,-0.00068475,-0.00073913,-0.0082002,-0.0082171,-0.0080636,-0.65786,19.554,4.6127,-0.64481,2.9788,15.68,-1.4966,-1.4966,-1.4966,-1.4991,-1.4991,-1.4992,1.0
-1.1745e-06,4.4887e-06,2.6326e-05,-4.6207e-06,-8.234e-07,5.5847e-06,0.026836,0.026831,0.026805,-0.032535,-0.032534,-0.03254,0.00076902,0.00023255,0.00066052,0.00075654,0.00022307,0.0005983,0.89859,0.89859,0.89855,0.89856,0.89856,0.89855,-0.0023178,0.063522,0.28185,0.0083536,-0.12848,-0.5397,0.0010368,0.0010436,0.0010049,-0.0054755,-0.0054758,-0.0055371,-0.6714,2.4837,5.8833,-0.61909,3.9142,5.5324,-1.4973,-1.4973,-1.4973,-1.4976,-1.4976,-1.4976,1.0
-5.2271e-06,-1.401e-06,2.277e-05,-5.1076e-06,-6.6047e-06,-6.4245e-06,0.029369,0.029371,0.029348,-0.030065,-0.030058,-0.030052,0.00076481,0.0002319,0.00069584,0.00075781,0.00026567,0.00060946,0.89764,0.89764,0.89759,0.89799,0.89799,0.89798,0.0045383,0.058382,1.0127,0.0059645,-0.9545,-0.12221,0.00097389,0.00098098,0.00095624,-0.00633,-0.0063202,-0.0063272,-0.67822,4.4925,9.768,-0.63503,14.738,7.3754,-1.4992,-1.4992,-1.4992,-1.4983,-1.4983,-1.4983,1.0
-2.6234e-06,-1.1101e-06,-8.6267e-06,-3.4974e-06,-2.7739e-06,3.1609e-06,0.02805,0.028051,0.02806,-0.033623,-0.03362,-0.033623,0.00076572,0.00021626,0.00052002,0.0007551,0.00026685,0.00066321,0.89603,0.89603,0.89601,0.89941,0.8994,0.8994,0.0021013,0.050792,0.051978,0.00015254,-0.092876,-0.67028,0.00013896,0.00012889,0.00012485,-0.0078786,-0.0078661,-0.0078962,-0.63287,3.4744,6.3918,-0.60445,9.3369,8.0876,-1.4984,-1.4984,-1.4984,-1.498,-1.498,-1.498,1.0
-1.6133e-08,1.1182e-06,-1.6234e-05,-5.2367e-06,-5.7339e-06,9.6681e-06,0.028322,0.028321,0.028337,-0.03193,-0.031924,-0.031934,0.00076815,0.00021142,0.00060164,0.00076243,0.00023887,0.00060709,0.89689,0.89689,0.89687,0.89733,0.89733,0.8973,0.00018582,0.04796,-0.29466,0.0080778,-1.5007,0.13184,-0.0017481,-0.0017546,-0.001739,-0.0042456,-0.0042375,-0.004368,-0.65,2.1987,6.1171,-0.65701,18.581,7.4101,-1.4974,-1.4975,-1.4975,-1.4986,-1.4986,-1.4987,1.0
9.2217e-07,1.2137e-06,-5.5268e-06,-4.1414e-06,2.8733e-06,-9.3733e-06,0.030289,0.030288,0.030293,-0.03303,-0.033033,-0.033023,0.00076905,0.00023719,0.00057421,0.0007573,0.00023131,0.00063866,0.89652,0.89652,0.89649,0.89701,0.897,0.89698,-0.0026101,0.28944,-0.25315,0.013985,0.14637,-0.16308,-0.00053287,-0.00052556,-0.00052217,-0.0017523,-0.0017472,-0.0017468,-0.64682,7.3366,6.3463,-0.6265,3.509,4.9358,-1.498,-1.498,-1.498,-1.4984,-1.4984,-1.4983,1.0
-1.6319e-07,6.8112e-06,5.3546e-05,-2.2905e-06,6.4879e-06,1.1098e-05,0.02865,0.028643,0.028589,-0.031729,-0.031736,-0.031747,0.00076714,0.00024831,0.00078536,0.00075825,0.00025529,0.00064609,0.89754,0.89755,0.89748,0.9001,0.9001,0.90011,-0.001559,0.26732,3.791,0.0070916,-0.25504,0.14836,-0.0030535,-0.0030475,-0.0032123,-0.0031799,-0.0032105,-0.0032287,-0.66313,8.9225,32.402,-0.64371,9.7909,10.289,-1.4951,-1.4951,-1.4952,-1.4984,-1.4984,-1.4984,1.0
-1.9643e-06,-7.5943e-07,2.2226e-05,-3.3334e-06,-4.3427e-06,-8.3004e-06,0.028934,0.028935,0.028913,-0.032549,-0.032545,-0.032536,0.00076663,0.00022022,0.000565,0.00076194,0.00024397,0.00065242,0.89628,0.89627,0.89624,0.89903,0.89903,0.89901,0.0086602,0.12787,0.21372,0.0062742,0.15662,-0.23575,-0.0028002,-0.0027892,-0.002773,-0.0010461,-0.001057,-0.0011084,-0.64866,2.1254,5.6359,-0.64221,4.3041,7.9723,-1.4963,-1.4963,-1.4963,-1.4968,-1.4968,-1.4967,1.0
-1.4038e-06,8.7628e-06,5.6456e-07,-5.2959e-06,-1.4807e-06,-2.2832e-05,0.028641,0.028632,0.028631,-0.03252,-0.032519,-0.032496,0.000769,0.00029911,0.00057333,0.00075386,0.00026949,0.00071624,0.89786,0.89786,0.89783,0.90041,0.90042,0.90038,0.0039557,0.94223,0.57013,0.013949,0.73529,-0.68468,-0.00048367,-0.00050026,-0.00059054,-0.0050574,-0.0050803,-0.0051577,-0.66963,18.614,7.0703,-0.63777,18.362,8.7666,-1.4974,-1.4974,-1.4974,-1.4946,-1.4946,-1.4945,1.0
