6
300
-6.0561e-06,2.7789e-06,-3.7524e-06,0.030804,0.03081,1.0
-1.2084e-06,-1.5753e-06,1.7394e-05,0.032877,0.03288,1.0
-4.8111e-06,-7.2829e-07,4.1439e-06,0.02941,0.029401,1.0
-6.4901e-06,-7.9406e-07,1.3491e-05,0.030119,0.030119,1.0
6.4537e-07,-2.3041e-06,5.4999e-05,0.031154,0.031154,1.0
-7.0839e-06,6.7063e-06,2.2074e-05,0.033805,0.033804,1.0
-1.5984e-06,8.7092e-07,1.4961e-05,0.031071,0.031071,1.0
-1.8156e-06,4.7578e-07,2.3783e-05,0.031309,0.031308,1.0
-4.3475e-06,1.4923e-06,-2.9171e-06,0.030947,0.030941,1.0
-6.6229e-06,-6.7666e-07,1.4687e-05,0.031456,0.031457,1.0
-5.2961e-06,-1.6058e-06,7.566e-07,0.029416,0.029416,1.0
-6.5519e-06,1.8125e-06,-2.0088e-05,0.027637,0.027638,1.0
-4.6737e-06,2.8216e-06,3.8266e-07,0.02772,0.027722,1.0
-4.0896e-06,-5.2374e-07,4.4495e-05,0.026465,0.026468,1.0
-3.7683e-06,5.7382e-06,1.3706e-05,0.028208,0.028201,1.0
-3.868e-06,2.1587e-06,-2.6128e-05,0.028962,0.028963,1.0
-5.8293e-06,1.6616e-06,-1.0802e-05,0.029533,0.02953,1.0
-5.2844e-06,-4.4725e-06,-5.0146e-06,0.027426,0.027424,1.0
2.5965e-08,5.8452e-07,-2.2498e-05,0.028279,0.028282,1.0
-6.2017e-06,-1.2077e-06,-3.1705e-05,0.026026,0.026033,1.0
-4.9543e-06,3.6637e-06,-7.0403e-06,0.024942,0.024939,1.0
-3.5269e-06,-3.0643e-06,-3.3832e-05,0.027086,0.027089,1.0
-4.6207e-06,-8.234e-07,5.5847e-06,0.026836,0.026831,1.0
-5.1076e-06,-6.6047e-06,-6.4245e-06,0.029369,0.029371,1.0
-3.4974e-06,-2.7739e-06,3.1609e-06,0.02805,0.028051,1.0
-5.2367e-06,-5.7339e-06,9.6681e-06,0.028322,0.028321,1.0
-4.1414e-06,2.8733e-06,-9.3733e-06,0.030289,0.030288,1.0
-2.2905e-06,6.4879e-06,1.1098e-05,0.02865,0.028643,1.0
-3.3334e-06,-4.3427e-06,-8.3004e-06,0.028934,0.028935,1.0
-5.2959e-06,-1.4807e-06,-2.2832e-05,0.028641,0.028632,1.0
-3.8216e-06,1.9035e-05,-2.9413e-07,0.029659,0.029656,1.0
-3.5489e-06,-1.4174e-06,-2.5209e-05,0.031555,0.031553,1.0
-4.9823e-06,-4.4953e-07,-2.3944e-05,0.028555,0.028542,1.0
-4.0474e-06,2.0337e-06,3.4663e-05,0.028181,0.028183,1.0
-6.7704e-06,8.1721e-06,1.9768e-05,0.030719,0.030714,1.0
-7.5964e-06,6.8784e-06,-1.8406e-05,0.029072,0.029081,1.0
-2.1637e-06,1.3573e-05,1.3314e-05,0.029027,0.029025,1.0
-3.1134e-06,-2.6692e-06,-5.1896e-07,0.029465,0.02946,1.0
-3.2309e-06,1.102e-06,-2.6195e-05,0.028107,0.028108,1.0
-1.5431e-06,4.1213e-06,8.0772e-06,0.027854,0.027856,1.0
-6.2909e-06,9.4712e-06,-2.6941e-06,0.025835,0.025831,1.0
-2.308e-06,-2.7202e-06,1.0868e-05,0.025356,0.025353,1.0
-5.0925e-06,-5.5068e-06,3.4892e-05,0.025473,0.025476,1.0
-3.1637e-06,7.3728e-06,-4.5372e-06,0.026131,0.026134,1.0
-4.9748e-06,-4.4787e-06,-7.2766e-06,0.026409,0.026406,1.0
-6.6316e-06,3.028e-06,-1.6623e-05,0.027597,0.027602,1.0
-3.7661e-06,6.6071e-06,-2.1083e-06,0.023712,0.023708,1.0
-4.2127e-06,2.4244e-06,1.3193e-05,0.027736,0.027734,1.0
-6.2492e-06,4.2201e-06,5.9005e-06,0.02791,0.027905,1.0
-8.0372e-07,-5.2338e-06,7.663e-06,0.026583,0.02658,1.0
-4.4605e-06,-2.3769e-06,4.596e-06,0.025416,0.025413,1.0
-9.2242e-06,-1.8383e-06,3.0877e-05,0.027826,0.027825,1.0
-1.7289e-06,-5.1778e-06,-4.2487e-06,0.026742,0.026744,1.0
-4.6967e-06,4.0526e-06,5.4622e-06,0.026638,0.026634,1.0
-3.8007e-06,-1.7048e-06,-1.3592e-05,0.026916,0.026919,1.0
-3.3101e-06,-1.4596e-06,-1.8341e-05,0.027722,0.02772,1.0
-3.6656e-06,1.2459e-06,-8.9388e-07,0.02582,0.025814,1.0
-5.2135e-06,8.6778e-06,-4.0497e-06,0.026397,0.026399,1.0
-5.305e-06,-4.1679e-06,1.3562e-05,0.02856,0.028562,1.0
-4.8847e-06,2.0817e-06,1.6172e-05,0.028183,0.028184,1.0
-9.7669e-07,1.0515e-06,-1.3247e-05,0.028388,0.028396,1.0
-5.2937e-06,2.3745e-06,-1.0673e-06,0.025414,0.025412,1.0
-6.6602e-06,-9.9489e-07,-1.9117e-05,0.028702,0.028706,1.0
-4.0592e-06,-3.6307e-07,-2.2033e-05,0.025523,0.025524,1.0
-2.6777e-06,6.4687e-06,2.9264e-07,0.028905,0.028905,1.0
-6.0133e-06,-1.0277e-06,6.6843e-06,0.030172,0.030177,1.0
-3.0561e-06,7.6606e-07,2.1638e-07,0.026094,0.026089,1.0
-3.8268e-06,1.8701e-06,9.6329e-07,0.028369,0.028372,1.0
-5.2526e-06,-3.2315e-06,-2.3147e-05,0.030212,0.030208,1.0
-2.0374e-07,2.6139e-06,8.4195e-06,0.031123,0.03112,1.0
-4.7689e-06,-2.4272e-06,1.114e-05,0.032649,0.032642,1.0
-3.9569e-06,2.6271e-06,2.3114e-05,0.030927,0.030925,1.0
-5.4967e-06,-9.0969e-06,3.0337e-06,0.028618,0.028615,1.0
-5.3311e-06,-2.3314e-06,1.5156e-05,0.028129,0.028132,1.0
-2.2202e-06,8.2511e-06,2.1171e-05,0.028056,0.028055,1.0
-4.766e-06,-2.8665e-06,1.8515e-06,0.02908,0.029082,1.0
-2.3785e-06,-3.9387e-06,-4.1943e-06,0.028658,0.028659,1.0
-1.6769e-06,-2.7546e-07,-2.0562e-05,0.029911,0.029915,1.0
-3.6607e-06,8.7283e-06,-3.2581e-06,0.029097,0.0291,1.0
-2.356e-06,1.0428e-06,-3.324e-06,0.028837,0.028831,1.0
-2.5694e-06,4.4135e-06,2.009e-05,0.025967,0.025966,1.0
-4.9762e-06,3.3781e-07,-1.0693e-05,0.024073,0.024072,1.0
-8.665e-07,-1.589e-07,-1.006e-05,0.024632,0.02463,1.0
-2.8492e-06,1.67e-06,1.0509e-05,0.026544,0.026543,1.0
-3.4086e-06,1.9811e-06,-1.189e-05,0.02871,0.028714,1.0
-7.3322e-06,9.29e-07,6.9197e-06,0.030791,0.030792,1.0
-4.9655e-06,-2.9943e-06,1.8341e-06,0.028892,0.028892,1.0
-6.5666e-06,-5.5558e-06,-7.0381e-06,0.028156,0.028156,1.0
-3.2928e-06,7.9884e-07,-2.8969e-07,0.027425,0.027424,1.0
-3.5095e-06,3.9088e-06,-1.8825e-05,0.026009,0.026005,1.0
-5.4547e-06,7.1989e-06,-7.2011e-07,0.02864,0.028638,1.0
-7.1763e-06,-5.0153e-06,3.8928e-07,0.027368,0.027369,1.0
-2.1594e-06,4.3097e-06,-8.6234e-06,0.02869,0.028692,1.0
-1.5983e-06,3.1888e-06,-3.1957e-06,0.028257,0.028251,1.0
-2.2525e-06,4.4253e-06,-1.0319e-05,0.030209,0.030204,1.0
-6.2716e-06,6.2534e-06,1.3308e-05,0.0282,0.028196,1.0
-4.2709e-06,-2.3618e-06,2.5572e-06,0.028425,0.028428,1.0
-4.7125e-06,3.0384e-06,5.9925e-07,0.030437,0.030441,1.0
-7.1625e-06,2.2551e-06,7.5796e-06,0.030714,0.030712,1.0
-6.2496e-06,-5.3511e-07,7.5525e-06,0.03074,0.030746,1.0
-3.9361e-06,-1.8187e-06,1.6501e-05,-0.020429,-0.020429,2.0
-2.708e-06,-4.9023e-06,-2.104e-05,-0.020511,-0.02051,2.0
-2.3933e-06,-8.6471e-08,1.4692e-05,-0.02109,-0.021097,2.0
-4.9682e-06,5.3315e-06,-9.7307e-06,-0.021893,-0.021896,2.0
7.1658e-07,-2.0135e-06,1.7297e-05,-0.020746,-0.020753,2.0
-1.9572e-06,-1.9434e-06,2.1569e-05,-0.018392,-0.018395,2.0
-5.2736e-06,3.3798e-06,-5.1329e-06,-0.020748,-0.020751,2.0
-4.0608e-06,-3.7238e-06,-2.1477e-06,-0.020434,-0.020437,2.0
-1.3874e-06,-2.4297e-06,-1.5353e-05,-0.020678,-0.020677,2.0
-4.0159e-06,5.9648e-06,-2.6134e-05,-0.020105,-0.020102,2.0
-1.5517e-06,-7.6523e-06,-4.0051e-06,-0.022761,-0.022761,2.0
-2.7465e-06,-1.6936e-06,1.381e-05,-0.020383,-0.020382,2.0
-1.2046e-06,1.979e-06,2.0663e-06,-0.01983,-0.019828,2.0
-6.3464e-06,-8.5365e-06,-4.7849e-06,-0.019861,-0.019862,2.0
-3.2546e-06,4.0059e-06,-1.7528e-06,-0.021073,-0.021074,2.0
-1.3095e-06,1.7189e-06,1.381e-05,-0.020523,-0.02052,2.0
-7.487e-06,-2.2276e-06,7.6027e-06,-0.02068,-0.020685,2.0
-4.7788e-06,5.6891e-06,-1.5225e-05,-0.020801,-0.020795,2.0
-4.9421e-06,-1.5154e-06,3.6423e-05,-0.018061,-0.018057,2.0
-4.5767e-06,-4.0361e-06,9.3009e-06,-0.018249,-0.01825,2.0
-4.0345e-06,-1.4983e-06,5.2291e-06,-0.019146,-0.019146,2.0
-6.5861e-06,-2.3803e-06,1.0234e-05,-0.020235,-0.020234,2.0
-4.043e-06,6.5162e-07,-2.2931e-06,-0.019199,-0.019201,2.0
